Name,Postcode,Phone number,Website,Email,Found on page
The Foundation of Lady Katherine Leveson,B93 0AL,1564772850,https://www.leveson.org.uk,,
Rectory Court,SE3 9TU,2082975860,https://www.cinnamoncc.com/care-homes/rectory-court/,,
Dalvey House,BH6 3DD,1202423050,https://www.dalveyhousenorlington.co.uk,,
Abbey Lodge - Coulsdon,CR5 2BB,2087649045,https://www.ctkresidentialcarehomes.co.uk,management@ctkresidentialcarehomes.co.uk,https://www.ctkresidentialcarehomes.co.uk
Hillside House,EX10 0DE,1395493103,https://www.brandon.care/our-homes/hillside-house/,,
Windsor Court Care Home,BH2 6NJ,1202554637,https://www.windsorcourtcare.org.uk,,
Wallfield House,DE65 6BA,1332510605,https://www.wallfieldhouse.co.uk,,
Minster Grange Residential Home,DY13 8AT,1299826636,https://www.minstergrange.com,minstergrange@hotmail.com,https://www.minstergrange.com
Park Lane Residential Home,CW12 3DN,1260290022,https://www.kingsleyhealthcare.co.uk/care-homes/park-lane-care-home/,procurement@kingsleyhealthcare.co.uk,https://www.kingsleyhealthcare.co.uk/contact-us
Helen Ley House,CV32 6QP,1926313550,https://www.helenley.org.uk,,
The Warren,EX39 3QF,1237476932,https://www.lycettecare.co.uk/nursing-care/the-warren/,info@lycettecare.com,https://www.lycettecare.co.uk
Springfield Residential Home,EX20 4ER,1837861430,https://www.springfields-bridestowe.co.uk,info@ndiscovered.com,https://www.springfields-bridestowe.co.uk
Yarningdale,DE5 9SG,1773740960,https://www.exemplarhc.com,referrals@exemplarhc.com,https://www.exemplarhc.com
Littlebourne House Residential Care Home,CT3 1UN,1227721527,https://www.littlebournecarehome.co.uk,cares@littlebournecarehome.co.uk,https://www.littlebournecarehome.co.uk
Connect House,NG5 1LP,1159245467,https://www.connecthousecarehome.com,info@connecthousecarehome.com,https://www.connecthousecarehome.com
Swansea Terrace,PR2 1AT,1772736689,https://www.wecaregroup.co.uk/our-homes/swansea-terrace,,
Polonia Residential Home,M16 8HG,1612320719,https://www.poloniahome.com,,
Gainsborough Hall Care Home,CV32 5QB,1926310480,https://www.restfulhomes.co.uk,enquiries@restfulhomes.co.uk,https://www.restfulhomes.co.uk
The Koppers Residential Home,EX13 7RJ,129732427,https://www.thekoppers.co.uk,,
Rookery Cottage,NN14 1JS,1536482776,https://www.rookerycottage.care,,
Newcross Care Home,WV11 1RH,1902866890,https://www.averyhealthcare.co.uk/care-homes/west-midlands/wolverhampton/newcross,,
The Bridge Care Centre,TS2 1SW,1642065160,https://www.elysiumhealthcare.co.uk,,
Crimson Hill Support Limited,TA10 0JD,1823255000,https://www.crimsonhillsupport.co.uk,,
Danebank,CW2 8AE,1829741869,https://www.imapcentre.co.uk,enquiries@imapcentre.co.uk,https://www.imapcentre.co.uk
Riverlea House,CT17 0QY,1304823935,https://www.selecthealthcaregroup.com,info@select-group.co.uk,https://www.selecthealthcaregroup.com
Lutterworth Country House Care Home,LE17 4LS,1455558355,https://www.prime-life.co.uk,info@prime-life.co.uk,https://www.prime-life.co.uk/contact
Harborne Lane Nursing Home,B29 6TG,1212581445,https://www.harbornelane.com,info@harbornelanenursinghome.com,https://www.harbornelane.com/contact
Nesfield Lodge,LS10 3LG,1132776880,https://www.orchardcarehomes.com/carehomes/nesfield-lodge-belle-isle-leeds,info@orchardhealthcaregroup.com,https://www.orchardcarehomes.com
St George's Nursing Home,BS22 7AA,1934524598,https://www.allegracare.co.uk/stgeorges,recruitment@allegracare.co.uk,https://www.allegracare.co.uk
Lakeside Care Home,EX20 4NL,183752078,https://www.lakesidecarehome.co.uk,,
Dovecote,NG9 1HR,1158386624,https://www.aspirehealthandcare.co.uk,,
Dane View Care Home With Nursing,LE3 6DP,1163651535,https://www.bayswoodcare.co.uk,,
Folkestone Care Centre,CT20 2NB,1303765700,https://www.opuscare.co.uk,,
Alpine Villa Care Home,SN12 7ED,1225706073,https://www.alpinevilla.co.uk,,
Aslockton Hall Nursing & Residential Home,NG13 9AH,1949850233,https://www.aslocktonhall.com,homemanager@aslocktonhall.com,https://www.aslocktonhall.com
Fairmead House,LA9 7AU,1539730551,https://www.elysiumhealthcare.co.uk,,
Applegarth Nursing Home,CA2 7LT,1228810103,https://www.applegarthhealthcare.com,,
Swan Court,B14 7AT,1217267340,https://www.precious-homes.co.uk,info@precious-homes.com,https://www.precious-homes.co.uk
STEPS Neurological and Trauma Rehabilitation Centre,S7 2QA,1142587769,https://www.stepsrehabilitation.co.uk,hello@stepsrehabilitation.co.uk,https://www.stepsrehabilitation.co.uk
Hawkhurst House,TN18 5EF,1580239170,https://www.hawkhursthouse.com,,
Rutland House,ST4 2DN,1782263104,https://www.nationalcaregroup.com,info@nationalcaregroup.com,https://www.nationalcaregroup.com
The Elms Residential Home,BA21 3QG,1935425440,https://www.theelmsyeovil.co.uk,,
Broomhill Care Centre,S41 9EB,1246260697,https://www.intacareltd.co.uk,simon@banditbirds.co.uk,https://www.intacareltd.co.uk
The Lodge at Burcot Grange,B60 1BJ,1214455552,https://www.cinnamoncc.com/care-homes/burcot-lodge/,,
The Links Care Centre,BD3 7NJ,1274028590,https://www.bondcare.co.uk/care-homes/links-care-centre/,admin@bondcare.co.uk,https://www.bondcare.co.uk
Clanfield Residential Care Home,NN14 3LH,1832732398,https://www.clanfieldcare.co.uk,office@clanfieldcare.com,https://www.clanfieldcare.co.uk/contact-us
Nettleton Manor Nursing Home,LN7 6HX,1472851230,https://www.nettletonmanor.co.uk,,
Tremethick House,TR15 3AL,1209215713,https://www.anson-care-services.co.uk,,
Harbour House,TR16 4LW,1209843276,https://www.ansoncare.co.uk,,
St Mary's Haven,TR18 2DH,1736367342,https://www.anson-care-services.co.uk,,
The Old Manor House,TR18 4DW,1736363742,https://www.ansoncare.co.uk,,
James Dixon Court,L30 0QP,1517050320,https://ndirections.co.uk,info-nd@ndirections.co.uk,https://ndirections.co.uk/contact
Mockley Manor Care Home,B95 5PS,1564742325,https://www.coatewatercare.co.uk,enquiries@coatewatercare.co.uk,https://www.coatewatercare.co.uk/contact
Westley Court Care Home,DY10 3RT,1562852952,https://www.coatewatercare.co.uk,enquiries@coatewatercare.co.uk,https://www.coatewatercare.co.uk/contact
Malvern House,PL12 4BG,1752842463,https://www.malvernhousenursinghome.co.uk,info@malvernhousecarehome.co.uk,https://www.malvernhousenursinghome.co.uk
Everdale Grange,LE2 8PG,1162990225,https://www.langdalecarehomes.co.uk,,
St Cecilia,BH12 1ES,1202767383,https://www.stceciliacare.com,robin@stceciliacare.com,https://www.stceciliacare.com
Springbank Care Home,BD20 0JB,1535282424,https://spellmancare.co.uk/springbank/,,
Portelet Manor Rest Home,BH5 1HJ,1202397094,https://www.florencelodge.co.uk,,
Vinegar House,DE22 1GJ,1332345005,https://www.vinegarhouse.co.uk,,
Westcroft Nursing Home Ltd,ST1 3BQ,1782284611,https://www.3abcare.co.uk,janesmith@gmail.com,https://www.3abcare.co.uk/contact
Sophie House,HR1 4JN,1432378149,https://www.marthatrusthereford.co.uk,user@domain.com,https://www.marthatrusthereford.co.uk
Wendleberrie House,NN8 4ET,1933442160,https://www.wendleberriehouse.co.uk,enquiries@wendleberriehouse.co.uk,https://www.wendleberriehouse.co.uk
Kimberly West & East Care Centres,SP1 2JA,1722336933,https://www.wessexcare.com,info@wessexcare.com,https://www.wessexcare.com
Arlington House,IG1 3HH,2085184564,https://www.saffroncarehomes.com,,
Orion House,EX39 3BU,1237421376,https://www.lintonsupport.co.uk,info@lintonsupport.co.uk,https://www.lintonsupport.co.uk
The Croft,LA4 4JY,7735398230,https://www.croft-malvernhealthcare.co.uk,malvernhouse@hotmail.com,https://www.croft-malvernhealthcare.co.uk
Sycamore House Care Home,HU7 4YR,1482878398,https://www.sycamorehousecare.com,manager@sycamorehousecare.com,https://www.sycamorehousecare.com
Avon Lee Lodge,BH23 7JU,1202476736,https://www.avonleelodge.co.uk,enquiries@avonleelodge.co.uk,https://www.avonleelodge.co.uk
Ashfield House,DY10 3PB,1562701118,https://www.cvt.org.uk,,
Shetland House,YO22 4ET,1947600779,https://www.townandcountryare.com,,
Althea Park House,GL5 4AJ,1453767096,https://www.priorygroup.com,communications@priorygroup.com,https://www.priorygroup.com
Shannon Court Care Centre,BL2 1NY,1204396641,https://www.shannoncourt.co.uk,,
The Thorns Retirement Home,LA2 6DW,1524822558,https://www.the-thorns.co.uk,info@the-thorns.co.uk,https://www.the-thorns.co.uk
Cross Keys,TR10 8DA,1326372979,https://www.swallowcourt.com,,
Westoe Grange Care Home,NE33 3DY,1914552221,https://www.ascotcare.co.uk,user@domain.com,https://www.ascotcare.co.uk
Pinfold Home,SW16 2SL,2087697869,https://www.astrahomes.co.uk,,
Seaview Haven,EX34 9JP,1271855611,https://www.SeaviewHaven.co.uk,,
No. 18,PL15 7PR,1566880340,https://www.bowdenderra.co.uk,admin@bowdenderra.co.uk,https://www.bowdenderra.co.uk
Ash Grove,BB10 3AU,1282416475,https://www.venturihealthcare.co.uk/care-homes/ash-grove/,info@venturihealthcare.co.uk,https://www.venturihealthcare.co.uk/contact
Shaldon House,BS7 9NN,1179518884,https://www.shaldoncarehome.co.uk/,,
Lime Tree House,S43 2EF,1246451313,https://www.limetreehousecare.co.uk,,
Holmside Residential Care Home,NE22 5PP,1670530100,https://www.holmsidecare.co.uk,,
Scarsdale Grange Nursing Home,S8 9EQ,1142580828,https://www.scarsdalegrange.com,,
Langdale House Ltd,LE9 4FG,1455274544,https://www.langdalecarehomes.co.uk,,
Derbyshire House Residential Care,LE12 6LQ,1509852531,https://www.derbyshirehouse.org.uk,,
Manor House,B44 9AL,1213600680,https://www.goldcarehomes.com,EnquiriesActonCareCentre@goldcarehomes.com,https://www.goldcarehomes.com
Lucton House,B30 1HT,1214513451,https://www.goldcarehomes.com,EnquiriesActonCareCentre@goldcarehomes.com,https://www.goldcarehomes.com
St Stephen's Care Home,WR3 7HU,190529224,https://www.goldcarehomes.com,EnquiriesActonCareCentre@goldcarehomes.com,https://www.goldcarehomes.com
Hollybank House,DE55 7LP,1773831791,https://www.onlycareltd.com,,
Northwood Nursing & Residential Care,BB2 6PN,125457208,https://northwoodcare.co.uk,admin@northwoodcare.co.uk,https://northwoodcare.co.uk
Waterside Care Home,FY2 9JS,1253351612,https://www.watersidecarehome.co.uk,info@watersidecarehome.co.uk,https://www.watersidecarehome.co.uk
St Mary's Residential Care Home,BS16 2JD,1179020824,https://www.manorcommunity.co.uk,admin@manorcommunity.co.uk,https://www.manorcommunity.co.uk
Deangate Care Home,S75 6AT,1226383441,https://www.hillcare.net/deangate.html,enquiries@hillcare.net,https://www.hillcare.net
Asprey Court Care Home,B24 0BE,1212221387,https://www.restfulhomes.co.uk,enquiries@restfulhomes.co.uk,https://www.restfulhomes.co.uk
High Lodge Care Home,DY7 6PP,1384390561,https://www.ableview.co.uk,,
Oswald House,BB5 3JF,1254231275,https://www.activecaregroup.co.uk,%20referrals@activecaregroup.co.uk,https://www.activecaregroup.co.uk/contact
Oldfield Bank Residential Care Home,WA14 4QZ,1619280658,https://www.oldfieldbank.co.uk,,
Meadowbanks Care Home,RM14 1TT,1708330140,https://www.meadowbanks.co.uk,contact@meadowbanks.co.uk,https://www.meadowbanks.co.uk
Elmwood House Nursing Home,PE21 8EY,1205369235,https://www.retirementvillages.co.uk,,
Gittisham Hill House,EX14 3TY,140442083,https://www.retirementvillages.co.uk,,
The Gardens Residential Home,PE21 8EY,1205359797,https://www.retirementvillages.co.uk,,
Fern House,BD16 4FA,1274065090,https://www.abbeyfieldthedales.co.uk,info@abbeyfieldthedales.co.uk,https://www.abbeyfieldthedales.co.uk
Tallington Lodge Care Home,PE9 4RP,1780740314,https://www.countrycourtcare.co/our-homes/tallington-lodge-care-home/,,
Church Farm at Rusticus,NG12 3PU,1159899545,https://www.churchfarmcare.co.uk,,
Brook House Residential Home,BB12 6SZ,1282413107,https://www.brookhouseresidentialhome.co.uk,,
St Josephs Rest Home,IG1 3HT,2085183004,https://www.stjosephsresthome.co.uk,enquiries@stjosephsresthome.co.uk,https://www.stjosephsresthome.co.uk
SCASS Ltd,E7 9PT,2084718811,https://www.scassltd.org.uk,,
Rivington Park Care Home,PR6 0ET,1257269029,https://www.rivingtonpark.co.uk,,
Byron Court Care Home,L20 4PY,1519220398,https://www.byroncourt.co.uk,,
Pine Martin Grange,BH20 7AJ,1929551144,https://www.dormycare.co.uk,enquiries@dormycare.co.uk,https://www.dormycare.co.uk/contact
Ashton Court Care Home,NE4 9RJ,1912744902,https://www.ashtoncourtcare.co.uk,,
Blackburn Road,BB6 7LU,1254829216,https://www.activecaregroup.co.uk,%20referrals@activecaregroup.co.uk,https://www.activecaregroup.co.uk/contact
The Bungalow,BB5 5AS,1254877755,https://www.gs-socialcare.co.uk,eben@eyebytes.com,https://www.gs-socialcare.co.uk
Burley Heights,ST18 9LQ,1785281715,https://www.linfieldcare.co.uk,,
Magnolia House Residential Care Home,NG19 7RA,1623811580,https://www.magnolia-care.com,,
Hallmark Chamberlain Court Luxury Care Home,TN4 8BS,1892618773,https://www.hallmarkcarehomes.co.uk,,
Woolton Grange Nursing Home,L25 7TE,1514289861,https://www.wooltongrange.com,,
Marigold Nursing Home,SR2 9DJ,1917319431,https://www.memorylanecarehomes.co.uk/care-homes/marigold-nursing-home/,admin@bryonylodgenursing.co.uk,https://www.memorylanecarehomes.co.uk
92 Carlton Road,M16 8BE,1612493349,https://www.standwalk.com,,
Signature House,DT1 1GR,1305257248,https://www.amicacare.co.uk/our-homes/signature-house,recruitment@amicacare.co.uk,https://www.amicacare.co.uk/contact
Trinity Court,WV2 2AY,1384217900,https://www.selecthealthcaregroup.com,info@select-group.co.uk,https://www.selecthealthcaregroup.com
Royal Park,WV2 2BL,1902870349,https://www.selecthealthcaregroup.com,info@select-group.co.uk,https://www.selecthealthcaregroup.com
Chestnuts Residential Care Home (Weymouth),DT4 9QS,1305784996,https://www.chestnutscare.co.uk,careteam@chestnutscare.co.uk,https://www.chestnutscare.co.uk
Meadows Court Care Home,PE24 5PA,1754872302,https://www.meadowscourt.net,,
Bridgwater Court,TA6 3EP,1278434866,https://www.cts-homes.co.uk,info@cts-homes.co.uk,https://www.cts-homes.co.uk
Lodore Nursing Home,SM2 5DU,2086423088,https://www.orchardhousenursinghomesutton.co.uk,,
Roseville Care Centre,TS17 5BL,1642308188,https://www.prestigecaregroup.com/,info@prestigegroup.uk.com,https://www.prestigecaregroup.com
Pedmore House,B64 6BL,1384567670,https://www.sandwellcct.org.uk,,
Jubilee Villa,LE9 8DW,1455843510,https://www.heroiccare.com,contact@heroiccare.com,https://www.heroiccare.com/contact
Victory Socialcare Enterprise,HU3 1BH,1482803538,https://www.victorysocialcare.co.uk,info@victorysocialcare.co.uk,https://www.victorysocialcare.co.uk/contact
Ash Grove,WR11 1XN,1789298709,https://www.heartofenglandmencap.org.uk,admin@heartofenglandmencap.org.uk,https://www.heartofenglandmencap.org.uk
Barton Court,ME12 3PX,1795875394,https://www.bartoncourtcare.co.uk,info@bartoncourtcare.co.uk,https://www.bartoncourtcare.co.uk
Red Roofs Residential Care Home,NG24 4LH,1636707298,https://www.redhomes.com,enquiries@redhomes.com,https://www.redhomes.com/contact-us
The Limes CHN,B38 8JZ,1214581831,https://www.limesch.com,Seniors@limesch.co.uk,https://www.limesch.com
Millington Springs,NG16 6AN,1773863557,https://www.millingtonsprings.uk,enquiries@millingtonsprings.uk,https://www.millingtonsprings.uk
Fernbank Lodge,LA3 2BW,1524854936,https://www.morecambecare.co.uk,arnsideoffice@morecambecare.co.uk,https://www.morecambecare.co.uk
Notts Hill House,TQ1 1QY,1803291909,https://www.prioryadultcare.co.uk,communications@priorygroup.com,https://www.prioryadultcare.co.uk
Jubilee Villa Care Home Ltd,SY4 4BU,1939210461,https://www.jubileevillacarehome.co.uk,,
Acorn Lodge Care Home,CV10 7AD,2476642680,https://www.averyhealthcare.co.uk/care-homes/warwickshire/nuneaton/acorn-lodge,,
Breton Court,TN30 6EE,1580762797,https://www.bretoncourt.co.uk,admin@bretoncourt.co.uk,https://www.bretoncourt.co.uk
Whitecliffe House,DT11 7BQ,1258450011,https://www.ColtenCare.co.uk,Enquiries@ColtenCare.co.uk,https://www.ColtenCare.co.uk/contact
Matrixcare,WR14 1AR,1684568097,https://www.nationalstar.org.uk,,
Lincombe Manor,TQ1 2NE,1803389800,https://www.manorlife.com,,
Southside,B28 9JB,1217448811,https://www.jwcare.co.uk,info@jwcare.co.uk,https://www.jwcare.co.uk
Wilton House,TA1 3PX,,https://www.creamcare.co.uk,info@creamcare.co.uk,https://www.creamcare.co.uk
Ridley Park,NE24 3BG,1670367800,https://www.bupa.com,,
Dalemead Care Home Limited,TW1 2DA,,https://www.dalemead.co.uk,,
Greville House,B74 4TU,1213088304,https://www.grevillehouse.co.uk,,
The Old Vicarage,NG10 4ES,1159727454,https://www.theoldvicaragecarehome.com,,
Breage House,TR13 9PW,1326565805,https://www.swallowcourt.com,,
Station Villa,TR27 4NG,1736755251,https://www.swallowcourt.com,,
Grange Cottage Residential home for Elderly Persons,LA11 7EZ,1539533122,https://www.grangehome.co.uk,,
Norcott House,WF15 6JA,1924409100,https://www.cygnethealth.co.uk,,
Cedars Care Home,DN4 9HU,,https://www.woodcaregroup.com,abbey.manager@woodcaregroup.com,https://www.woodcaregroup.com
Ash Hall Nursing Home,ST2 9DX,1782302215,https://www.ashhallnursinghome.co.uk,,
Wickham Road,CR0 8BH,7958435709,https://www.kwas.co.uk,,
The Terrace,DN12 3BT,7423434381,https://cristalcare.co.uk,,
Ruddington Manor Care Centre,NG11 7HL,1159815956,https://www.newcarehomes.com,enquiries@lovett-care.com,https://www.newcarehomes.com/contact
Lakeview,WN7 5ET,1942294141,https://www.exemplarhc.com,referrals@exemplarhc.com,https://www.exemplarhc.com
Glenholme Holdingham Grange,NG34 8YU,1529406000,https://www.glenholme.org.uk,,
Seagrave House Care Home,NN17 1EH,1536270400,https://www.averyhealthcare.co.uk/care-homes/northamptonshire/corby/seagrave-house,,
Woodlands Care Centre,SK11 8AQ,1625432471,https://www.woodlands.care,,
Grassington House,DT1 1PP,1305267968,https://www.grassingtonhouse.com,enquiries@grassingtonhouse.com,https://www.grassingtonhouse.com/contact
Good Companions EMI Residential Care Home,PR9 7PG,1704220450,https://www.benridgecaregroup.co.uk,info@benridgecarehomes.co.uk,https://www.benridgecaregroup.co.uk
InFocus Charity,EX2 6HA,1392454200,https://www.westengland.ac.uk,,
Monson Retirement Home,LN5 7RZ,1522520643,https://www.monsonrh.co.uk,,
26 Brookside Avenue,LE12 6PA,1509559502,https://www.freedomcare.org,,
Warberries Nursing Home,TQ1 1QS,1803294563,https://www.warberriesnursinghome.com,,
Beech Court Care Home,NG16 6EW,1773581450,https://www.careffp.co.uk,,
Five Gables Care Home,NG17 8AQ,1623752512,https://www.careffp.co.uk,,
Valley View Care Home Ltd,ME1 3LT,1634409699,https://www.valleyviewcare.co.uk,,
Byron Lodge Care Home Ltd,ME7 5PX,1634855136,https://www.crownwoodhealthcare.com,adminblnh@crownwoodhealthcare.com,https://www.crownwoodhealthcare.com/contact
Haven Lodge,WF6 1BP,1924220013,https://www.care-homesuk.co.uk/haven-lodge,,
Elmhurst Assisted Living And Care Facilities,CV22 5AD,1788535842,https://www.pinnaclecare.co.uk,info@pinnaclecare.co.uk,https://www.pinnaclecare.co.uk
Fernside,BH22 8AP,1202949325,https://www.tailoredtransitions.co.uk,info@tailoredtransitions.co.uk,https://www.tailoredtransitions.co.uk
